DATAFLOW,LAST UPDATE,freq,sex,age,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Greece,2021,355816,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Greece,2022,340435,b,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Greece,2023,330506,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2002,1926405,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2003,1971926,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2004,2019013,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2005,2058637,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2006,2102921,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2007,2155470,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2008,2211345,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2009,2267098,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2010,2303124,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2011,2332361,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2012,2356180,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2013,2364539,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2014,2360072,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2015,2360128,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2016,2357150,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2017,2355369,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2018,2349861,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2019,2335687,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2020,2319085,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2021,2276635,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2022,2231266,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Spain,2023,2192441,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,1995,125028,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,1996,126981,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,1997,128673,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,1998,129382,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,1999,130031,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2000,130760,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2001,131501,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2002,132114,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2003,132818,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2004,132761,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2005,132566,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2006,131977,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2007,132016,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2008,131634,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2009,131892,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2010,132075,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2011,132710,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2012,133650,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2013,135049,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2014,136823,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2015,138326,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2016,139758,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2017,141113,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2018,142150,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2019,142426,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2020,142288,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2021,142195,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2022,141693,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Finland,2023,141234,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2000,2110010,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2001,2125603,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2002,2137102,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2003,2148097,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2004,2152691,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2005,2159154,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2006,2166456,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2007,2178857,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2008,2186756,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2009,2198842,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2010,2215432,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2011,2229926,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2012,2247882,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2013,2267758,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2014,2278358,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2015,2290719,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2016,2286177,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2017,2283606,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2018,2284789,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2019,2281838,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2020,2276615,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2021,2281688,p,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2022,2249721,p,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,France,2023,2220568,p,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2001,62300,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2002,61627,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2003,60828,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2004,60155,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2005,59803,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2006,59403,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2007,58867,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2008,58692,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2009,58746,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2010,59210,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2012,59596,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2013,59897,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2014,60110,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2015,60733,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2016,60943,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2017,61435,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2018,61943,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2019,62497,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2020,62727,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2021,62753,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2022,60024,b,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Croatia,2023,59859,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2001,115747,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2002,112585,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2003,110937,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2004,109098,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2005,108225,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2006,108283,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2007,108357,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2008,109486,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2009,110752,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2010,112269,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2011,114575,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2012,111938,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2013,114808,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2014,117690,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2015,120503,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2016,121992,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2017,122035,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2018,121679,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2019,121302,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2020,120267,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2021,117326,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2022,114759,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Hungary,2023,108694,b,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2012,126269,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2013,126470,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2014,127685,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2015,130897,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2016,132667,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2017,133423,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2018,133534,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2019,134436,e,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2020,133973,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2021,134425,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2022,134708,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Ireland,2023,140519,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2001,2022708,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2002,2013930,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2003,2018855,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2004,2020973,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2005,2032745,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2006,2037676,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2007,2041023,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2008,2046310,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2009,2056098,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2010,2062836,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2012,2052606,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2013,2061956,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2014,2107636,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2015,2090849,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2016,2067154,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2017,2042919,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2018,2018640,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2019,1962356,b,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2020,1926549,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2021,1932960,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2022,1892930,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Italy,2023,1854437,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2001,78437,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2002,74936,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2003,71753,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2004,69165,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2005,67015,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2006,64761,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2007,63043,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2008,61820,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2009,61417,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2010,61653,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2011,62063,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2012,62275,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2013,62601,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2014,62991,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2015,63742,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2016,64732,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2017,65979,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2018,67122,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2019,68439,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2020,69537,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2021,70328,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2022,70577,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Lithuania,2023,72992,,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,1995,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,1996,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,1997,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,1998,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,1999,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2000,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2001,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2002,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2003,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2004,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2005,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2006,,m,
ESTAT:URT_PJANAGGR3(1.0),07/05/24 23:00:00,Annual,Males,Less than 15 years,Predominantly urban regions,Luxembourg,2007,,m,
